CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Rizki Pratama,20,belum menikah,30905,laki-laki,2,0,SMA,sales,memiliki rumah sendiri,0
Vina Hidayat,62,sudah menikah,29530,perempuan,5,0,S1,professional,tidak memiliki rumah sendiri,1
Cahyadi Wibowo,39,sudah menikah,23682,perempuan,1,3,S3,skilled manual work,tidak memiliki rumah sendiri,1
Indra Susanto,47,belum menikah,125841,laki-laki,4,4,SMA,sales,memiliki rumah sendiri,3
Maya Sari,48,belum menikah,63416,laki-laki,5,4,SMA,skilled manual work,memiliki rumah sendiri,0
Rizki Muliawan,30,belum menikah,37657,perempuan,4,3,S1,management,memiliki rumah sendiri,2
Budi Muliawan,69,belum menikah,67124,laki-laki,4,0,S1,clerical work,memiliki rumah sendiri,1
Cahyadi Setiawan,68,sudah menikah,25093,laki-laki,3,1,Post-graduate,sales,tidak memiliki rumah sendiri,0
Wati Mahendra,30,belum menikah,59147,laki-laki,5,0,S3,professional,tidak memiliki rumah sendiri,0
Agus Wahyuni,26,belum menikah,112755,perempuan,5,1,Post-graduate,clerical work,tidak memiliki rumah sendiri,1
Putri Sari,19,belum menikah,138638,perempuan,1,1,Post-graduate,clerical work,memiliki rumah sendiri,2
Agus Susanto,58,belum menikah,134759,perempuan,0,1,Post-graduate,management,memiliki rumah sendiri,1
Vina Putra,67,belum menikah,75118,perempuan,1,0,S2,unskilled manual work,memiliki rumah sendiri,3
Fitri Hakim,52,belum menikah,128481,perempuan,1,2,S2,skilled manual work,tidak memiliki rumah sendiri,0
Budi Putra,47,sudah menikah,38783,perempuan,1,1,S2,management,tidak memiliki rumah sendiri,1
Yusuf Hidayat,45,sudah menikah,126283,perempuan,2,4,SMA,professional,memiliki rumah sendiri,0
Wati Haryanto,63,sudah menikah,52121,laki-laki,4,1,S1,sales,tidak memiliki rumah sendiri,0
Nina Wahyuni,55,sudah menikah,93169,laki-laki,0,2,S3,sales,memiliki rumah sendiri,1
Joko Santoso,52,belum menikah,132881,laki-laki,5,3,S2,unskilled manual work,memiliki rumah sendiri,0
Yusuf Wahyuni,27,belum menikah,65464,laki-laki,3,2,S2,sales,memiliki rumah sendiri,1
Kartini Putra,47,belum menikah,146022,laki-laki,3,3,Post-graduate,management,tidak memiliki rumah sendiri,1
Maya Haryanto,67,belum menikah,85128,perempuan,1,1,SMA,clerical work,memiliki rumah sendiri,2
Joko Hakim,61,belum menikah,127492,perempuan,0,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,3
Maya Haryanto,25,sudah menikah,85629,laki-laki,2,3,SMA,clerical work,tidak memiliki rumah sendiri,2
Indra Utomo,50,sudah menikah,53339,perempuan,0,4,S1,sales,memiliki rumah sendiri,1
Lina Utomo,31,sudah menikah,52040,perempuan,5,1,S1,management,memiliki rumah sendiri,0
Vina Anggraini,23,belum menikah,59331,laki-laki,3,0,SMA,skilled manual work,tidak memiliki rumah sendiri,3
Putri Wahyuni,60,sudah menikah,72352,laki-laki,2,0,S1,unskilled manual work,memiliki rumah sendiri,1
Zainab Susanto,28,sudah menikah,145132,perempuan,0,0,Post-graduate,management,tidak memiliki rumah sendiri,0
Gita Muliawan,60,belum menikah,26204,perempuan,0,0,S1,management,memiliki rumah sendiri,0
Zainab Hakim,58,sudah menikah,138195,laki-laki,0,2,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,2
Usman Muliawan,23,sudah menikah,74649,laki-laki,1,2,S1,clerical work,tidak memiliki rumah sendiri,2
Maya Mahendra,65,belum menikah,105321,perempuan,3,1,Post-graduate,unskilled manual work,memiliki rumah sendiri,2
Yusuf Susanto,38,belum menikah,100452,perempuan,2,0,Post-graduate,clerical work,memiliki rumah sendiri,0
Joko Sari,48,sudah menikah,47371,laki-laki,5,0,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,1
Joko Muliawan,46,sudah menikah,20919,perempuan,1,0,S1,unskilled manual work,memiliki rumah sendiri,1
Usman Putra,59,sudah menikah,66431,laki-laki,0,4,S1,management,tidak memiliki rumah sendiri,1
Lina Susanto,63,sudah menikah,89001,perempuan,5,0,Post-graduate,clerical work,memiliki rumah sendiri,3
Eko Setiawan,20,belum menikah,146533,laki-laki,3,3,Post-graduate,professional,memiliki rumah sendiri,3
Dewi Wahyuni,56,belum menikah,42574,laki-laki,0,0,SMA,sales,memiliki rumah sendiri,1
Yusuf Haryanto,58,sudah menikah,70085,perempuan,2,1,Post-graduate,skilled manual work,memiliki rumah sendiri,0
Vina Pratama,40,belum menikah,136878,perempuan,4,3,SMA,professional,tidak memiliki rumah sendiri,0
Budi Haryanto,18,belum menikah,90820,perempuan,5,0,S3,skilled manual work,memiliki rumah sendiri,0
Nina Utomo,55,sudah menikah,122027,laki-laki,2,3,SMA,skilled manual work,tidak memiliki rumah sendiri,0
Agus Wijaya,37,sudah menikah,98011,perempuan,0,0,SMA,skilled manual work,memiliki rumah sendiri,3
Agus Saputra,67,belum menikah,104918,laki-laki,4,0,S2,management,memiliki rumah sendiri,3
Gita Putra,49,sudah menikah,134334,perempuan,3,2,Post-graduate,management,tidak memiliki rumah sendiri,0
Gita Setiawan,30,belum menikah,143709,perempuan,2,3,SMA,management,memiliki rumah sendiri,1
Nina Hakim,52,sudah menikah,122181,laki-laki,2,3,SMA,management,tidak memiliki rumah sendiri,2
Kartini Saputra,55,sudah menikah,68910,laki-laki,4,0,S1,professional,memiliki rumah sendiri,3
Hadi Susanto,18,belum menikah,131514,laki-laki,2,2,Post-graduate,professional,memiliki rumah sendiri,2
Kartini Muliawan,50,belum menikah,135664,perempuan,4,1,Post-graduate,sales,tidak memiliki rumah sendiri,0
Budi Mahendra,55,belum menikah,67650,perempuan,0,1,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,3
Joko Putra,58,sudah menikah,89234,perempuan,2,2,S2,clerical work,tidak memiliki rumah sendiri,0
Maya Utomo,59,belum menikah,125564,perempuan,1,4,S1,management,tidak memiliki rumah sendiri,0
Lina Mahendra,20,belum menikah,137690,laki-laki,5,4,S2,clerical work,tidak memiliki rumah sendiri,2
Cahyadi Hidayat,54,sudah menikah,71968,laki-laki,5,1,S2,unskilled manual work,tidak memiliki rumah sendiri,1
Indra Hidayat,42,sudah menikah,119541,laki-laki,0,5,Post-graduate,management,tidak memiliki rumah sendiri,2
Nina Susanto,18,sudah menikah,55920,perempuan,0,1,S2,sales,tidak memiliki rumah sendiri,1
Wati Sari,42,belum menikah,147353,perempuan,3,3,S2,management,tidak memiliki rumah sendiri,0
Rizki Utomo,56,sudah menikah,25449,perempuan,3,4,Post-graduate,professional,tidak memiliki rumah sendiri,1
Joko Fauzan,36,sudah menikah,121075,laki-laki,1,2,S1,management,memiliki rumah sendiri,1
Rizki Hakim,33,sudah menikah,148009,laki-laki,3,1,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,1
Agus Sari,69,sudah menikah,28860,laki-laki,0,0,S3,unskilled manual work,memiliki rumah sendiri,0
Rizki Muliawan,54,sudah menikah,51739,laki-laki,5,1,S1,management,memiliki rumah sendiri,2
Nina Susanto,34,sudah menikah,129274,laki-laki,5,0,S3,professional,memiliki rumah sendiri,0
Yusuf Rachman,53,sudah menikah,93391,perempuan,2,5,S2,management,tidak memiliki rumah sendiri,1
Cahyadi Hidayat,38,sudah menikah,120038,perempuan,0,1,SMA,sales,tidak memiliki rumah sendiri,0
Agus Hidayat,41,sudah menikah,72224,laki-laki,1,2,SMA,sales,memiliki rumah sendiri,3
Nina Saputra,18,sudah menikah,77535,perempuan,4,1,S2,sales,tidak memiliki rumah sendiri,0
Eko Wibowo,63,sudah menikah,136030,perempuan,1,2,S1,professional,tidak memiliki rumah sendiri,3
Indra Saputra,22,sudah menikah,60140,perempuan,1,1,S1,sales,tidak memiliki rumah sendiri,2
Dewi Hidayat,65,belum menikah,58309,perempuan,3,3,Post-graduate,unskilled manual work,memiliki rumah sendiri,0
Dewi Fauzan,51,belum menikah,95178,laki-laki,3,0,SMA,clerical work,memiliki rumah sendiri,1
Indra Rachman,57,belum menikah,25228,laki-laki,5,4,S3,skilled manual work,tidak memiliki rumah sendiri,0
Joko Pratama,58,belum menikah,40969,laki-laki,0,2,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,3
Joko Wibowo,50,sudah menikah,113981,perempuan,1,2,S2,management,memiliki rumah sendiri,1
Dewi Sari,65,belum menikah,94938,laki-laki,2,3,S3,unskilled manual work,tidak memiliki rumah sendiri,3
Fitri Haryanto,33,sudah menikah,137130,perempuan,0,1,S2,management,tidak memiliki rumah sendiri,0
Rizki Hakim,28,sudah menikah,126482,perempuan,1,1,S1,unskilled manual work,memiliki rumah sendiri,1
Vina Muliawan,31,belum menikah,30181,perempuan,4,1,S2,professional,memiliki rumah sendiri,3
Joko Hakim,18,belum menikah,35352,laki-laki,1,0,S1,management,memiliki rumah sendiri,2
Siti Anggraini,27,belum menikah,148964,laki-laki,2,1,S3,skilled manual work,tidak memiliki rumah sendiri,1
Wati Muliawan,29,belum menikah,39809,perempuan,1,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,0
Hadi Wahyuni,34,belum menikah,146344,laki-laki,5,4,S3,unskilled manual work,tidak memiliki rumah sendiri,0
Taufik Haryanto,36,belum menikah,30741,laki-laki,4,1,SMA,clerical work,memiliki rumah sendiri,2
Cahyadi Anggraini,65,belum menikah,114255,perempuan,4,1,Post-graduate,professional,tidak memiliki rumah sendiri,2
Joko Mahendra,60,sudah menikah,128696,laki-laki,5,1,SMA,professional,memiliki rumah sendiri,1
Cahyadi Santoso,37,sudah menikah,116662,laki-laki,2,0,SMA,sales,tidak memiliki rumah sendiri,3
Rizki Rachman,61,belum menikah,22862,perempuan,5,2,SMA,management,memiliki rumah sendiri,0
Taufik Saputra,56,belum menikah,113784,laki-laki,1,0,SMA,clerical work,memiliki rumah sendiri,0
Zainab Saputra,39,belum menikah,88245,perempuan,2,1,SMA,professional,tidak memiliki rumah sendiri,0
Agus Muliawan,37,belum menikah,80033,laki-laki,3,4,SMA,sales,tidak memiliki rumah sendiri,1
Fitri Santoso,27,belum menikah,114695,laki-laki,0,4,S2,sales,tidak memiliki rumah sendiri,2
Budi Pratama,66,sudah menikah,78582,laki-laki,4,0,SMA,skilled manual work,memiliki rumah sendiri,1
Lina Purnomo,69,belum menikah,46826,laki-laki,5,1,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,2
Rizki Susanto,39,sudah menikah,50705,laki-laki,2,0,S1,professional,memiliki rumah sendiri,1
Kartini Saputra,64,belum menikah,55994,perempuan,4,0,S1,skilled manual work,tidak memiliki rumah sendiri,3
Zainab Pratama,33,belum menikah,34993,perempuan,1,1,S3,skilled manual work,memiliki rumah sendiri,2
Siti Setiawan,52,sudah menikah,146034,laki-laki,3,1,SMA,unskilled manual work,tidak memiliki rumah sendiri,2
Rizki Pratama,41,sudah menikah,70174,perempuan,1,1,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,1
Nina Sari,28,belum menikah,54613,perempuan,3,0,Post-graduate,unskilled manual work,memiliki rumah sendiri,1
Fitri Susanto,39,belum menikah,96603,perempuan,4,2,S2,professional,tidak memiliki rumah sendiri,1
Zainab Fauzan,18,belum menikah,61919,laki-laki,1,2,S1,sales,tidak memiliki rumah sendiri,2
Kartini Haryanto,64,sudah menikah,79062,perempuan,1,0,S3,professional,memiliki rumah sendiri,0
Wati Pratama,51,belum menikah,46392,laki-laki,0,0,SMA,clerical work,tidak memiliki rumah sendiri,0
Budi Sari,26,sudah menikah,123807,perempuan,0,3,SMA,unskilled manual work,memiliki rumah sendiri,1
Nina Putra,21,belum menikah,57390,laki-laki,5,5,Post-graduate,clerical work,memiliki rumah sendiri,2
Gita Putra,37,sudah menikah,118829,perempuan,1,1,S1,sales,tidak memiliki rumah sendiri,3
Fitri Hidayat,59,sudah menikah,140432,perempuan,3,5,Post-graduate,management,tidak memiliki rumah sendiri,2
Nina Susanto,50,belum menikah,105932,laki-laki,3,3,SMA,management,memiliki rumah sendiri,3
Zainab Purnomo,36,sudah menikah,112974,perempuan,0,0,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,0
Siti Wijaya,54,belum menikah,47962,perempuan,4,0,Post-graduate,skilled manual work,memiliki rumah sendiri,3
Putri Rachman,43,belum menikah,118374,laki-laki,2,0,SMA,clerical work,memiliki rumah sendiri,1
Kartini Wahyuni,57,sudah menikah,80048,laki-laki,1,4,S2,unskilled manual work,memiliki rumah sendiri,1
Maya Fauzan,20,sudah menikah,48287,perempuan,4,3,SMA,sales,tidak memiliki rumah sendiri,3
Rizki Haryanto,37,belum menikah,116665,laki-laki,0,1,S3,clerical work,tidak memiliki rumah sendiri,1
Eko Anggraini,38,belum menikah,23135,perempuan,4,0,S2,skilled manual work,memiliki rumah sendiri,2
Zainab Mahendra,32,sudah menikah,119866,laki-laki,4,3,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,2
Agus Setiawan,50,belum menikah,67964,laki-laki,5,0,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,3
Vina Santoso,62,sudah menikah,68442,laki-laki,0,0,S2,management,memiliki rumah sendiri,1
Hadi Rachman,48,belum menikah,141052,laki-laki,3,3,S3,clerical work,memiliki rumah sendiri,2
Vina Muliawan,62,sudah menikah,98290,perempuan,3,2,S2,clerical work,tidak memiliki rumah sendiri,0
Rizki Hidayat,54,sudah menikah,49480,perempuan,5,0,S2,professional,memiliki rumah sendiri,3
Indra Wibowo,45,sudah menikah,35083,perempuan,4,1,SMA,unskilled manual work,memiliki rumah sendiri,3
Kartini Putra,33,sudah menikah,55942,laki-laki,1,0,Post-graduate,clerical work,tidak memiliki rumah sendiri,1
Putri Wijaya,60,belum menikah,46298,laki-laki,0,1,S2,professional,tidak memiliki rumah sendiri,0
Kartini Setiawan,28,belum menikah,67864,perempuan,3,2,S3,clerical work,memiliki rumah sendiri,2
Maya Sari,64,belum menikah,115194,perempuan,0,2,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,0
Rizki Anggraini,47,belum menikah,43495,laki-laki,4,3,S1,professional,memiliki rumah sendiri,3
Nina Wijaya,47,sudah menikah,35755,laki-laki,2,4,S1,skilled manual work,tidak memiliki rumah sendiri,1
Vina Hidayat,49,belum menikah,64341,laki-laki,4,1,S2,clerical work,tidak memiliki rumah sendiri,1
Yusuf Wahyuni,44,sudah menikah,47222,laki-laki,3,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,1
Budi Sari,21,belum menikah,106978,laki-laki,3,1,S1,sales,tidak memiliki rumah sendiri,2
Indra Saputra,40,sudah menikah,135006,perempuan,2,0,S1,sales,tidak memiliki rumah sendiri,0
Yusuf Haryanto,29,sudah menikah,95753,laki-laki,3,0,S1,clerical work,tidak memiliki rumah sendiri,3
Zainab Susanto,58,belum menikah,130769,perempuan,0,3,S1,skilled manual work,tidak memiliki rumah sendiri,0
Putri Anggraini,54,sudah menikah,144551,perempuan,5,2,S1,unskilled manual work,memiliki rumah sendiri,3
Joko Hakim,69,belum menikah,146771,laki-laki,4,0,S2,management,tidak memiliki rumah sendiri,3
Putri Sari,58,sudah menikah,107160,laki-laki,4,0,Post-graduate,professional,tidak memiliki rumah sendiri,1
Fitri Wahyuni,25,belum menikah,49788,perempuan,3,0,S3,management,memiliki rumah sendiri,2
Putri Utomo,61,sudah menikah,111273,laki-laki,1,0,Post-graduate,clerical work,memiliki rumah sendiri,0
Nina Santoso,68,belum menikah,141294,perempuan,5,1,Post-graduate,management,tidak memiliki rumah sendiri,2
Cahyadi Rachman,35,belum menikah,53626,laki-laki,5,3,Post-graduate,management,tidak memiliki rumah sendiri,0
Gita Purnomo,35,belum menikah,57221,laki-laki,0,2,S2,professional,tidak memiliki rumah sendiri,0
Zainab Mahendra,56,sudah menikah,129872,laki-laki,4,4,S1,clerical work,tidak memiliki rumah sendiri,1
Zainab Mahendra,24,sudah menikah,114811,perempuan,1,3,S2,sales,tidak memiliki rumah sendiri,0
Eko Sari,43,belum menikah,83518,perempuan,5,0,S1,professional,tidak memiliki rumah sendiri,3
Siti Santoso,38,belum menikah,149542,perempuan,3,0,S2,clerical work,tidak memiliki rumah sendiri,0
Usman Hakim,55,belum menikah,114590,perempuan,2,0,Post-graduate,professional,memiliki rumah sendiri,2
Zainab Utomo,24,belum menikah,108474,perempuan,3,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,0
Cahyadi Wijaya,66,belum menikah,46066,laki-laki,0,1,S1,skilled manual work,memiliki rumah sendiri,0
Cahyadi Hidayat,32,belum menikah,139360,laki-laki,4,0,Post-graduate,sales,memiliki rumah sendiri,2
Wati Hakim,54,belum menikah,100391,perempuan,2,4,SMA,clerical work,tidak memiliki rumah sendiri,1
Hadi Hidayat,60,sudah menikah,74927,laki-laki,1,4,SMA,unskilled manual work,memiliki rumah sendiri,3
Putri Hakim,55,sudah menikah,114980,laki-laki,0,4,S2,clerical work,memiliki rumah sendiri,1
Cahyadi Putra,60,belum menikah,141573,perempuan,5,1,S2,clerical work,tidak memiliki rumah sendiri,3
Hadi Fauzan,52,belum menikah,146770,perempuan,4,3,S1,skilled manual work,memiliki rumah sendiri,0
Dewi Purnomo,27,sudah menikah,104517,laki-laki,3,0,S2,management,tidak memiliki rumah sendiri,1
Nina Hidayat,62,belum menikah,29809,perempuan,4,0,S1,skilled manual work,memiliki rumah sendiri,0
Usman Santoso,67,belum menikah,119534,perempuan,1,0,S1,clerical work,tidak memiliki rumah sendiri,2
Joko Santoso,60,belum menikah,119928,laki-laki,2,4,Post-graduate,professional,tidak memiliki rumah sendiri,0
Lina Muliawan,68,belum menikah,98810,perempuan,2,1,S1,sales,tidak memiliki rumah sendiri,0
Maya Santoso,67,sudah menikah,140329,perempuan,2,0,S2,professional,memiliki rumah sendiri,1
Indra Mahendra,68,sudah menikah,142935,perempuan,0,0,SMA,sales,tidak memiliki rumah sendiri,1
Usman Utomo,58,belum menikah,27843,laki-laki,5,2,S1,sales,tidak memiliki rumah sendiri,0
Joko Sari,60,belum menikah,84695,perempuan,5,0,S1,unskilled manual work,tidak memiliki rumah sendiri,1
Agus Rachman,23,sudah menikah,66642,perempuan,5,4,S1,unskilled manual work,memiliki rumah sendiri,0
Agus Fauzan,19,sudah menikah,67476,laki-laki,3,1,SMA,sales,memiliki rumah sendiri,3
Budi Susanto,69,sudah menikah,96540,perempuan,0,0,S1,clerical work,tidak memiliki rumah sendiri,3
Lina Saputra,20,sudah menikah,109990,perempuan,0,0,S1,clerical work,memiliki rumah sendiri,3
Kartini Hakim,64,belum menikah,46117,laki-laki,4,0,S2,management,tidak memiliki rumah sendiri,1
Fitri Putra,63,belum menikah,41996,perempuan,4,0,S3,skilled manual work,memiliki rumah sendiri,2
Rizki Haryanto,24,belum menikah,54049,perempuan,3,0,S1,unskilled manual work,tidak memiliki rumah sendiri,0
Putri Muliawan,58,sudah menikah,148113,laki-laki,2,2,S2,sales,memiliki rumah sendiri,3
Joko Pratama,19,belum menikah,108767,perempuan,1,2,S2,management,tidak memiliki rumah sendiri,1
Fitri Wijaya,28,belum menikah,137600,laki-laki,0,2,S2,management,memiliki rumah sendiri,0
Dewi Hidayat,50,belum menikah,21315,perempuan,3,4,SMA,unskilled manual work,tidak memiliki rumah sendiri,3
Indra Anggraini,55,belum menikah,67313,laki-laki,0,2,S2,sales,memiliki rumah sendiri,3
Hadi Utomo,41,sudah menikah,76177,laki-laki,3,2,S1,unskilled manual work,memiliki rumah sendiri,2
Kartini Wibowo,52,belum menikah,87054,laki-laki,4,1,S3,unskilled manual work,memiliki rumah sendiri,2
Rizki Santoso,23,sudah menikah,74287,perempuan,3,0,S2,management,memiliki rumah sendiri,0
Yusuf Wahyuni,45,belum menikah,71797,laki-laki,3,0,S3,management,memiliki rumah sendiri,0
Maya Susanto,19,belum menikah,59642,laki-laki,5,0,S2,unskilled manual work,memiliki rumah sendiri,0
Cahyadi Anggraini,22,belum menikah,36651,perempuan,3,3,S2,clerical work,memiliki rumah sendiri,3
Budi Mahendra,57,belum menikah,83005,laki-laki,4,5,S1,professional,tidak memiliki rumah sendiri,3
Kartini Setiawan,52,sudah menikah,95208,perempuan,0,0,S1,unskilled manual work,memiliki rumah sendiri,1
Usman Rachman,58,belum menikah,101040,perempuan,0,1,S2,management,memiliki rumah sendiri,3
Agus Purnomo,33,belum menikah,85892,perempuan,4,1,S3,skilled manual work,tidak memiliki rumah sendiri,2
Lina Anggraini,36,sudah menikah,98391,perempuan,4,2,SMA,sales,tidak memiliki rumah sendiri,2
Vina Putra,27,sudah menikah,63965,laki-laki,1,2,S3,skilled manual work,memiliki rumah sendiri,2
Rizki Wijaya,64,belum menikah,148452,laki-laki,5,0,S2,sales,memiliki rumah sendiri,2
Fitri Hakim,65,sudah menikah,55199,perempuan,2,1,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,2
Cahyadi Hakim,25,belum menikah,48876,perempuan,1,0,S2,skilled manual work,memiliki rumah sendiri,0
Zainab Wahyuni,37,sudah menikah,101572,laki-laki,2,2,SMA,management,memiliki rumah sendiri,2
Fitri Wahyuni,40,belum menikah,82086,perempuan,0,2,S1,sales,memiliki rumah sendiri,3
Wati Wibowo,55,belum menikah,98722,perempuan,1,1,S3,sales,tidak memiliki rumah sendiri,1
Wati Putra,42,sudah menikah,84037,laki-laki,2,0,S1,clerical work,tidak memiliki rumah sendiri,0
Cahyadi Anggraini,47,sudah menikah,83168,perempuan,5,2,SMA,professional,tidak memiliki rumah sendiri,1
Usman Pratama,42,belum menikah,103789,laki-laki,4,0,S1,sales,tidak memiliki rumah sendiri,2
